1.1813,-3.2157
3.3337,5.2648
4.4984,9.8538
4.4772,9.7701
1.7352,-1.0334
4.7003,10.649
-0.1433,-8.4347
0.5223,-5.8123
-3.0238,-19.7836
-0.201,-8.6619
4.0363,8.0329
-1.7985,-14.9562
0.2995,-6.6901
3.551,6.1209
4.2636,8.9287
4.3902,9.4274
-0.641,-10.3955
1.0194,-3.8534
1.7258,-1.0703
0.6926,-5.1411
0.6598,-5.2704
-3.3713,-21.153
1.4858,-2.016
-3.2929,-20.844
1.5519,-1.7555
-1.4332,-13.5169
-2.3562,-17.1535
3.7844,7.0404
-4.4763,-25.5068
1.1737,-3.2458
-3.2484,-20.6689
4.5875,10.2048
-2.2544,-16.7522
2.9672,3.8207
-4.3103,-24.8528
3.3448,5.3085
1.3864,-2.4076
-4.0203,-23.7098
-2.7327,-18.6369
-4.907,-27.2035
-2.8086,-18.9358
3.6779,6.6211
2.1934,0.772
2.7091,2.804
1.6154,-1.5055
-1.5101,-13.8199
0.2439,-6.9091
4.0191,7.9654
-0.1731,-8.5518
0.0392,-7.7154
1.8766,-0.4764
0.1479,-7.2873
0.6688,-5.2348
-2.2194,-16.6145
2.6349,2.5117
-3.1675,-20.35
-4.3106,-24.8536
-0.9685,-11.6858
-4.3762,-25.1121
1.9752,-0.0877
-1.5618,-14.0237
1.9427,-0.2157
2.2519,1.0023
2.1577,0.6314
4.5522,10.0656
0.18,-7.1607
0.7028,-5.1008
-1.5819,-14.1026
-1.503,-13.7917
4.3787,9.3821
3.1554,4.5623
4.3028,9.0831
1.3718,-2.4651
1.6943,-1.1943
-1.951,-15.557
-2.9687,-19.5666
-3.7015,-22.454
3.7838,7.0383
4.6163,10.3183
4.4504,9.6645
-0.0726,-8.1559
-1.1135,-12.2573
4.8393,11.1968
1.5215,-1.8751
2.24,0.9557
1.6577,-1.3388
2.9779,3.863
-1.7024,-14.5775
-2.3365,-17.0757
-3.0074,-19.7192
-1.7801,-14.8836
-4.1288,-24.1377
-4.0048,-23.6488
1.8178,-0.708
-2.2693,-16.8109
2.8219,3.2483
-2.3355,-17.072
4.461,9.7064
-4.9706,-27.454
-1.8624,-15.2078
